,height_ratio,area_ratio,labelled_peak_loc,labelled_peak_height,labelled_peak_area,peak_loc,peak_height,peak_area,height_weights,area_weights,weighted_height_ratio,weighted_area_ratio,intended_ratio,key,pre_crystal,calibrated_ratio,Post_diffraction
13,0.11163516429226338,0.18979109381786158,24566.0,786.5147094726559,63696.74216461184,24219.0,6258.88818359375,271918.2800331117,0.023142567341258278,0.03759112276890765,0.004795872301391604,0.01241634028087419,0.0,"190302 : ""+ESI Scan (rt: 7.208-7.985 min, 48 scans) Frag=250.0V NUDT7A_p026_CI074433_A6d.d  Deconvoluted (Isotope Width=0.0)""
",False,0.0,False
14,0.11163516429226338,0.18979109381786158,24566.0,786.5147094726559,63696.74216461184,24219.0,6258.88818359375,271918.2800331117,0.023142567341258278,0.03759112276890765,0.004795872301391604,0.01241634028087419,0.0,"190302 : ""+ESI Scan (rt: 7.208-7.985 min, 48 scans) Frag=250.0V NUDT7A_p026_CI074433_A6d.d  Deconvoluted (Isotope Width=0.0)""
",False,0.013088620409959088,False
15,0.11163516429226338,0.18979109381786158,24566.0,786.5147094726559,63696.74216461184,24219.0,6258.88818359375,271918.2800331117,0.023142567341258278,0.03759112276890765,0.004795872301391604,0.01241634028087419,0.0,"190302 : ""+ESI Scan (rt: 7.208-7.985 min, 48 scans) Frag=250.0V NUDT7A_p026_CI074433_A6d.d  Deconvoluted (Isotope Width=0.0)""
",False,0.0060111506591143645,False
16,0.11163516429226338,0.18979109381786158,24566.0,786.5147094726559,63696.74216461184,24219.0,6258.88818359375,271918.2800331117,0.023142567341258278,0.03759112276890765,0.004795872301391604,0.01241634028087419,0.0,"190302 : ""+ESI Scan (rt: 7.208-7.985 min, 48 scans) Frag=250.0V NUDT7A_p026_CI074433_A6d.d  Deconvoluted (Isotope Width=0.0)""
",False,0.0021435332359519537,False
17,0.11163516429226338,0.18979109381786158,24566.0,786.5147094726559,63696.74216461184,24219.0,6258.88818359375,271918.2800331117,0.023142567341258278,0.03759112276890765,0.004795872301391604,0.01241634028087419,0.0,"190302 : ""+ESI Scan (rt: 7.208-7.985 min, 48 scans) Frag=250.0V NUDT7A_p026_CI074433_A6d.d  Deconvoluted (Isotope Width=0.0)""
",False,0.011814069799808322,False
18,0.003195249627064945,0.00445374959686541,23881.0,289.4931640625,10375.888612069193,23524.0,90311.6171875,2319321.456602812,0.29760431437743257,0.2609416537582055,0.004795872301391604,0.01241634028087419,0.0,"190302 : ""+ESI Scan (rt: 7.208-7.985 min, 48 scans) Frag=250.0V NUDT7A_p026_CI074433_A6d.d  Deconvoluted (Isotope Width=0.0)""
",False,0.005820206273773953,False
19,0.003195249627064945,0.00445374959686541,23881.0,289.4931640625,10375.888612069193,23524.0,90311.6171875,2319321.456602812,0.29760431437743257,0.2609416537582055,0.004795872301391604,0.01241634028087419,0.0,"190302 : ""+ESI Scan (rt: 7.208-7.985 min, 48 scans) Frag=250.0V NUDT7A_p026_CI074433_A6d.d  Deconvoluted (Isotope Width=0.0)""
",False,0.006897199601462234,False
20,0.003195249627064945,0.00445374959686541,23881.0,289.4931640625,10375.888612069193,23524.0,90311.6171875,2319321.456602812,0.29760431437743257,0.2609416537582055,0.004795872301391604,0.01241634028087419,0.0,"190302 : ""+ESI Scan (rt: 7.208-7.985 min, 48 scans) Frag=250.0V NUDT7A_p026_CI074433_A6d.d  Deconvoluted (Isotope Width=0.0)""
",False,0.012468344128874919,False
21,0.003195249627064945,0.00445374959686541,23881.0,289.4931640625,10375.888612069193,23524.0,90311.6171875,2319321.456602812,0.29760431437743257,0.2609416537582055,0.004795872301391604,0.01241634028087419,0.0,"190302 : ""+ESI Scan (rt: 7.208-7.985 min, 48 scans) Frag=250.0V NUDT7A_p026_CI074433_A6d.d  Deconvoluted (Isotope Width=0.0)""
",False,0.006205435313982296,False
22,0.003195249627064945,0.00445374959686541,23881.0,289.4931640625,10375.888612069193,23524.0,90311.6171875,2319321.456602812,0.29760431437743257,0.2609416537582055,0.004795872301391604,0.01241634028087419,0.0,"190302 : ""+ESI Scan (rt: 7.208-7.985 min, 48 scans) Frag=250.0V NUDT7A_p026_CI074433_A6d.d  Deconvoluted (Isotope Width=0.0)""
",False,0.0,False
23,0.003195249627064945,0.00445374959686541,23881.0,289.4931640625,10375.888612069193,23524.0,90311.6171875,2319321.456602812,0.29760431437743257,0.2609416537582055,0.004795872301391604,0.01241634028087419,0.0,"190302 : ""+ESI Scan (rt: 7.208-7.985 min, 48 scans) Frag=250.0V NUDT7A_p026_CI074433_A6d.d  Deconvoluted (Isotope Width=0.0)""
",False,0.013088620409959088,False
24,0.003195249627064945,0.00445374959686541,23881.0,289.4931640625,10375.888612069193,23524.0,90311.6171875,2319321.456602812,0.29760431437743257,0.2609416537582055,0.004795872301391604,0.01241634028087419,0.0,"190302 : ""+ESI Scan (rt: 7.208-7.985 min, 48 scans) Frag=250.0V NUDT7A_p026_CI074433_A6d.d  Deconvoluted (Isotope Width=0.0)""
",False,0.0060111506591143645,False
